Biomarker_1,Biomarker_2,Biomarker_3,AUC,se_97_Threshold,se_97_Sensitivity,se_97_Specificity,se_97_NPV,se_97_PPV,se_95_Threshold,se_95_Sensitivity,se_95_Specificity,se_95_NPV,se_95_PPV,max_sum_Threshold,max_sum_Sensitivity,max_sum_Specificity,max_sum_NPV,max_sum_PPV
KPYM_CLIC1_norm,TIMP2_MMP9_norm,MVP_CLIC1_norm,0.90269,0.18182,0.98148,0.61818,0.97143,0.71622,0.18182,0.98148,0.61818,0.97143,0.71622,0.36364,0.88889,0.76364,0.87500,0.78689
KPYM_CLIC1_norm,TIMP2_MMP9_norm,CLIC1_MVP_norm,0.90269,0.18182,0.98148,0.61818,0.97143,0.71622,0.18182,0.98148,0.61818,0.97143,0.71622,0.36364,0.88889,0.76364,0.87500,0.78689
TIMP2_MMP9_norm,MVP_KPYM_norm,CLIC1_KPYM_norm,0.90269,0.18182,0.98148,0.61818,0.97143,0.71622,0.18182,0.98148,0.61818,0.97143,0.71622,0.36364,0.88889,0.76364,0.87500,0.78689
TIMP2_MMP9_norm,MVP_KPYM_norm,CLIC1_MVP_norm,0.90269,0.18182,0.98148,0.61818,0.97143,0.71622,0.18182,0.98148,0.61818,0.97143,0.71622,0.36364,0.88889,0.76364,0.87500,0.78689
TIMP2_MMP9_norm,MVP_CLIC1_norm,CLIC1_KPYM_norm,0.90269,0.18182,0.98148,0.61818,0.97143,0.71622,0.18182,0.98148,0.61818,0.97143,0.71622,0.36364,0.88889,0.76364,0.87500,0.78689
Endometrial_thickness,MMP9_PERM_norm,TIMP2_MVP_norm,0.90226,0.06061,0.98246,0.16071,0.90000,0.54369,0.20202,0.94737,0.57143,0.91429,0.69231,0.62626,0.75439,0.94643,0.79104,0.93478
Endometrial_thickness,MMP9_PERM_norm,MVP_TIMP2_norm,0.90226,0.06061,0.98246,0.16071,0.90000,0.54369,0.20202,0.94737,0.57143,0.91429,0.69231,0.62626,0.75439,0.94643,0.79104,0.93478
Endometrial_thickness,TIMP2_MVP_norm,PERM_MMP9_norm,0.90226,0.06061,0.98246,0.16071,0.90000,0.54369,0.20202,0.94737,0.57143,0.91429,0.69231,0.62626,0.75439,0.94643,0.79104,0.93478
Endometrial_thickness,MVP_TIMP2_norm,PERM_MMP9_norm,0.90226,0.06061,0.98246,0.16071,0.90000,0.54369,0.20202,0.94737,0.57143,0.91429,0.69231,0.62626,0.75439,0.94643,0.79104,0.93478
KPYM_PERM_norm,AGRIN_MVP_norm,TIMP2_CLIC1_norm,0.90226,0.07071,0.98148,0.16667,0.90000,0.54082,0.15152,0.96296,0.46296,0.92593,0.64198,0.62626,0.74074,0.96296,0.78788,0.95238
KPYM_PERM_norm,AGRIN_MVP_norm,CLIC1_TIMP2_norm,0.90226,0.07071,0.98148,0.16667,0.90000,0.54082,0.15152,0.96296,0.46296,0.92593,0.64198,0.62626,0.74074,0.96296,0.78788,0.95238
KPYM_PERM_norm,TIMP2_CLIC1_norm,MVP_AGRIN_norm,0.90226,0.07071,0.98148,0.16667,0.90000,0.54082,0.15152,0.96296,0.46296,0.92593,0.64198,0.62626,0.74074,0.96296,0.78788,0.95238
KPYM_PERM_norm,MVP_AGRIN_norm,CLIC1_TIMP2_norm,0.90226,0.07071,0.98148,0.16667,0.90000,0.54082,0.15152,0.96296,0.46296,0.92593,0.64198,0.62626,0.74074,0.96296,0.78788,0.95238
AGRIN_MVP_norm,TIMP2_CLIC1_norm,PERM_KPYM_norm,0.90226,0.07071,0.98148,0.16667,0.90000,0.54082,0.15152,0.96296,0.46296,0.92593,0.64198,0.62626,0.74074,0.96296,0.78788,0.95238
AGRIN_MVP_norm,PERM_KPYM_norm,CLIC1_TIMP2_norm,0.90226,0.07071,0.98148,0.16667,0.90000,0.54082,0.15152,0.96296,0.46296,0.92593,0.64198,0.62626,0.74074,0.96296,0.78788,0.95238
TIMP2_CLIC1_norm,MVP_AGRIN_norm,PERM_KPYM_norm,0.90226,0.07071,0.98148,0.16667,0.90000,0.54082,0.15152,0.96296,0.46296,0.92593,0.64198,0.62626,0.74074,0.96296,0.78788,0.95238
MVP_AGRIN_norm,PERM_KPYM_norm,CLIC1_TIMP2_norm,0.90226,0.07071,0.98148,0.16667,0.90000,0.54082,0.15152,0.96296,0.46296,0.92593,0.64198,0.62626,0.74074,0.96296,0.78788,0.95238
TIMP2_CLIC1_norm,MVP_PERM_norm,,0.9021,0.12121,0.98214,0.39286,0.95652,0.61798,0.16162,0.96429,0.50000,0.93333,0.65854,0.64646,0.73214,0.92857,0.77612,0.91111
TIMP2_CLIC1_norm,PERM_MVP_norm,,0.9021,0.12121,0.98214,0.39286,0.95652,0.61798,0.16162,0.96429,0.50000,0.93333,0.65854,0.64646,0.73214,0.92857,0.77612,0.91111
MVP_PERM_norm,CLIC1_TIMP2_norm,,0.9021,0.12121,0.98214,0.39286,0.95652,0.61798,0.16162,0.96429,0.50000,0.93333,0.65854,0.64646,0.73214,0.92857,0.77612,0.91111
PERM_MVP_norm,CLIC1_TIMP2_norm,,0.9021,0.12121,0.98214,0.39286,0.95652,0.61798,0.16162,0.96429,0.50000,0.93333,0.65854,0.64646,0.73214,0.92857,0.77612,0.91111
MMP9_AGRIN_norm,TIMP2_CLIC1_norm,MVP_PERM_norm,0.9021,0.12121,0.98214,0.39286,0.95652,0.61798,0.16162,0.96429,0.50000,0.93333,0.65854,0.64646,0.73214,0.92857,0.77612,0.91111
MMP9_AGRIN_norm,TIMP2_CLIC1_norm,PERM_MVP_norm,0.9021,0.12121,0.98214,0.39286,0.95652,0.61798,0.16162,0.96429,0.50000,0.93333,0.65854,0.64646,0.73214,0.92857,0.77612,0.91111
MMP9_AGRIN_norm,MVP_PERM_norm,CLIC1_TIMP2_norm,0.9021,0.12121,0.98214,0.39286,0.95652,0.61798,0.16162,0.96429,0.50000,0.93333,0.65854,0.64646,0.73214,0.92857,0.77612,0.91111
MMP9_AGRIN_norm,PERM_MVP_norm,CLIC1_TIMP2_norm,0.9021,0.12121,0.98214,0.39286,0.95652,0.61798,0.16162,0.96429,0.50000,0.93333,0.65854,0.64646,0.73214,0.92857,0.77612,0.91111
AGRIN_MMP9_norm,TIMP2_CLIC1_norm,MVP_PERM_norm,0.9021,0.12121,0.98214,0.39286,0.95652,0.61798,0.16162,0.96429,0.50000,0.93333,0.65854,0.64646,0.73214,0.92857,0.77612,0.91111
AGRIN_MMP9_norm,TIMP2_CLIC1_norm,PERM_MVP_norm,0.9021,0.12121,0.98214,0.39286,0.95652,0.61798,0.16162,0.96429,0.50000,0.93333,0.65854,0.64646,0.73214,0.92857,0.77612,0.91111
AGRIN_MMP9_norm,MVP_PERM_norm,CLIC1_TIMP2_norm,0.9021,0.12121,0.98214,0.39286,0.95652,0.61798,0.16162,0.96429,0.50000,0.93333,0.65854,0.64646,0.73214,0.92857,0.77612,0.91111
AGRIN_MMP9_norm,PERM_MVP_norm,CLIC1_TIMP2_norm,0.9021,0.12121,0.98214,0.39286,0.95652,0.61798,0.16162,0.96429,0.50000,0.93333,0.65854,0.64646,0.73214,0.92857,0.77612,0.91111
MVP_PERM_norm,PERM_MVP_norm,CLIC1_TIMP2_norm,0.9021,0.12121,0.98214,0.39286,0.95652,0.61798,0.16162,0.96429,0.50000,0.93333,0.65854,0.64646,0.73214,0.92857,0.77612,0.91111
KPYM_AGRIN_norm,AGRIN_MVP_norm,TIMP2_CLIC1_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
KPYM_AGRIN_norm,AGRIN_MVP_norm,CLIC1_TIMP2_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
KPYM_AGRIN_norm,TIMP2_CLIC1_norm,MVP_KPYM_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
KPYM_AGRIN_norm,TIMP2_CLIC1_norm,MVP_AGRIN_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
KPYM_AGRIN_norm,MVP_KPYM_norm,CLIC1_TIMP2_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
KPYM_AGRIN_norm,MVP_AGRIN_norm,CLIC1_TIMP2_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
KPYM_TIMP2_norm,AGRIN_MVP_norm,TIMP2_CLIC1_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
KPYM_TIMP2_norm,AGRIN_MVP_norm,CLIC1_KPYM_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
KPYM_TIMP2_norm,AGRIN_MVP_norm,CLIC1_TIMP2_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
KPYM_TIMP2_norm,TIMP2_CLIC1_norm,MVP_AGRIN_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
KPYM_TIMP2_norm,MVP_AGRIN_norm,CLIC1_KPYM_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
KPYM_TIMP2_norm,MVP_AGRIN_norm,CLIC1_TIMP2_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
KPYM_MVP_norm,AGRIN_KPYM_norm,TIMP2_CLIC1_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
KPYM_MVP_norm,AGRIN_KPYM_norm,CLIC1_TIMP2_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
KPYM_MVP_norm,AGRIN_MVP_norm,TIMP2_CLIC1_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
KPYM_MVP_norm,AGRIN_MVP_norm,CLIC1_TIMP2_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
KPYM_MVP_norm,TIMP2_CLIC1_norm,MVP_AGRIN_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
KPYM_MVP_norm,MVP_AGRIN_norm,CLIC1_TIMP2_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
KPYM_CLIC1_norm,AGRIN_MVP_norm,TIMP2_KPYM_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
KPYM_CLIC1_norm,AGRIN_MVP_norm,TIMP2_CLIC1_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
KPYM_CLIC1_norm,AGRIN_MVP_norm,CLIC1_TIMP2_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
KPYM_CLIC1_norm,TIMP2_KPYM_norm,MVP_AGRIN_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
KPYM_CLIC1_norm,TIMP2_CLIC1_norm,MVP_AGRIN_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
KPYM_CLIC1_norm,MVP_AGRIN_norm,CLIC1_TIMP2_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
AGRIN_KPYM_norm,TIMP2_CLIC1_norm,MVP_KPYM_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
AGRIN_KPYM_norm,TIMP2_CLIC1_norm,MVP_AGRIN_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
AGRIN_KPYM_norm,MVP_KPYM_norm,CLIC1_TIMP2_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
AGRIN_KPYM_norm,MVP_AGRIN_norm,CLIC1_TIMP2_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
AGRIN_MVP_norm,TIMP2_KPYM_norm,CLIC1_KPYM_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
AGRIN_MVP_norm,TIMP2_KPYM_norm,CLIC1_TIMP2_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
AGRIN_MVP_norm,TIMP2_CLIC1_norm,MVP_KPYM_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
AGRIN_MVP_norm,TIMP2_CLIC1_norm,CLIC1_KPYM_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
AGRIN_MVP_norm,MVP_KPYM_norm,CLIC1_TIMP2_norm,0.90202,0.08081,0.98148,0.18182,0.90909,0.54082,0.09091,0.96296,0.23636,0.86667,0.55319,0.56566,0.75926,0.96364,0.80303,0.95349
TIMP2_KPYM_norm,MVP_AGRIN_norm,CLIC1_KPYM_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
TIMP2_KPYM_norm,MVP_AGRIN_norm,CLIC1_TIMP2_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
TIMP2_CLIC1_norm,MVP_AGRIN_norm,CLIC1_KPYM_norm,0.90202,0.08081,0.98148,0.20000,0.91667,0.54639,0.12121,0.96296,0.32727,0.90000,0.58427,0.60606,0.74074,0.96364,0.79104,0.95238
AGRIN_MVP_norm,TIMP2_PERM_norm,PERM_CLIC1_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_MVP_norm,TIMP2_PERM_norm,CLIC1_TIMP2_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_MVP_norm,TIMP2_PERM_norm,CLIC1_PERM_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_MVP_norm,TIMP2_CLIC1_norm,PERM_TIMP2_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_MVP_norm,TIMP2_CLIC1_norm,PERM_CLIC1_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_MVP_norm,TIMP2_CLIC1_norm,CLIC1_PERM_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_MVP_norm,PERM_TIMP2_norm,CLIC1_TIMP2_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_MVP_norm,PERM_TIMP2_norm,CLIC1_PERM_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
AGRIN_MVP_norm,PERM_CLIC1_norm,CLIC1_TIMP2_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
TIMP2_PERM_norm,MVP_AGRIN_norm,PERM_CLIC1_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
TIMP2_PERM_norm,MVP_AGRIN_norm,CLIC1_TIMP2_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
TIMP2_PERM_norm,MVP_AGRIN_norm,CLIC1_PERM_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
TIMP2_CLIC1_norm,MVP_AGRIN_norm,PERM_TIMP2_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
TIMP2_CLIC1_norm,MVP_AGRIN_norm,PERM_CLIC1_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
TIMP2_CLIC1_norm,MVP_AGRIN_norm,CLIC1_PERM_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
MVP_AGRIN_norm,PERM_TIMP2_norm,CLIC1_TIMP2_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
MVP_AGRIN_norm,PERM_TIMP2_norm,CLIC1_PERM_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
MVP_AGRIN_norm,PERM_CLIC1_norm,CLIC1_TIMP2_norm,0.90179,0.06061,0.98214,0.12500,0.87500,0.52885,0.16162,0.94643,0.50000,0.90323,0.65432,0.53535,0.76786,0.92857,0.80000,0.91489
MMP9_AGRIN_norm,KPYM_TIMP2_norm,MVP_CLIC1_norm,0.90168,0.0404,0.98148,0.10909,0.85714,0.51961,0.13131,0.96296,0.41818,0.92000,0.61905,0.50505,0.83333,0.89091,0.84483,0.88235
MMP9_AGRIN_norm,KPYM_TIMP2_norm,CLIC1_MVP_norm,0.90168,0.0404,0.98148,0.10909,0.85714,0.51961,0.13131,0.96296,0.41818,0.92000,0.61905,0.50505,0.83333,0.89091,0.84483,0.88235
MMP9_AGRIN_norm,TIMP2_KPYM_norm,MVP_CLIC1_norm,0.90168,0.0404,0.98148,0.10909,0.85714,0.51961,0.13131,0.96296,0.41818,0.92000,0.61905,0.50505,0.83333,0.89091,0.84483,0.88235
MMP9_AGRIN_norm,TIMP2_KPYM_norm,CLIC1_MVP_norm,0.90168,0.0404,0.98148,0.10909,0.85714,0.51961,0.13131,0.96296,0.41818,0.92000,0.61905,0.50505,0.83333,0.89091,0.84483,0.88235
KPYM_TIMP2_norm,AGRIN_MMP9_norm,MVP_CLIC1_norm,0.90168,0.0404,0.98148,0.10909,0.85714,0.51961,0.13131,0.96296,0.41818,0.92000,0.61905,0.50505,0.83333,0.89091,0.84483,0.88235
KPYM_TIMP2_norm,AGRIN_MMP9_norm,CLIC1_MVP_norm,0.90168,0.0404,0.98148,0.10909,0.85714,0.51961,0.13131,0.96296,0.41818,0.92000,0.61905,0.50505,0.83333,0.89091,0.84483,0.88235
AGRIN_MMP9_norm,TIMP2_KPYM_norm,MVP_CLIC1_norm,0.90168,0.0404,0.98148,0.10909,0.85714,0.51961,0.13131,0.96296,0.41818,0.92000,0.61905,0.50505,0.83333,0.89091,0.84483,0.88235
AGRIN_MMP9_norm,TIMP2_KPYM_norm,CLIC1_MVP_norm,0.90168,0.0404,0.98148,0.10909,0.85714,0.51961,0.13131,0.96296,0.41818,0.92000,0.61905,0.50505,0.83333,0.89091,0.84483,0.88235
Endometrial_thickness,AGRIN_CLIC1_norm,TIMP2_MVP_norm,0.90163,0.11111,0.98214,0.29825,0.94444,0.57895,0.18182,0.94643,0.45614,0.89655,0.63095,0.54545,0.80357,0.91228,0.82540,0.90000
Endometrial_thickness,AGRIN_CLIC1_norm,MVP_TIMP2_norm,0.90163,0.11111,0.98214,0.29825,0.94444,0.57895,0.18182,0.94643,0.45614,0.89655,0.63095,0.54545,0.80357,0.91228,0.82540,0.90000
Endometrial_thickness,TIMP2_MVP_norm,CLIC1_AGRIN_norm,0.90163,0.11111,0.98214,0.29825,0.94444,0.57895,0.18182,0.94643,0.45614,0.89655,0.63095,0.54545,0.80357,0.91228,0.82540,0.90000
Endometrial_thickness,MVP_TIMP2_norm,CLIC1_AGRIN_norm,0.90163,0.11111,0.98214,0.29825,0.94444,0.57895,0.18182,0.94643,0.45614,0.89655,0.63095,0.54545,0.80357,0.91228,0.82540,0.90000
KPYM_PERM_norm,TIMP2_MVP_norm,MVP_CLIC1_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
KPYM_PERM_norm,TIMP2_MVP_norm,CLIC1_TIMP2_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
KPYM_PERM_norm,TIMP2_MVP_norm,CLIC1_MVP_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
KPYM_PERM_norm,TIMP2_CLIC1_norm,MVP_TIMP2_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
KPYM_PERM_norm,TIMP2_CLIC1_norm,MVP_CLIC1_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
KPYM_PERM_norm,TIMP2_CLIC1_norm,CLIC1_MVP_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
KPYM_PERM_norm,MVP_TIMP2_norm,CLIC1_TIMP2_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
KPYM_PERM_norm,MVP_TIMP2_norm,CLIC1_MVP_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
KPYM_PERM_norm,MVP_CLIC1_norm,CLIC1_TIMP2_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
TIMP2_MVP_norm,MVP_CLIC1_norm,PERM_KPYM_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
TIMP2_MVP_norm,PERM_KPYM_norm,CLIC1_TIMP2_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
TIMP2_MVP_norm,PERM_KPYM_norm,CLIC1_MVP_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
TIMP2_CLIC1_norm,MVP_TIMP2_norm,PERM_KPYM_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
TIMP2_CLIC1_norm,MVP_CLIC1_norm,PERM_KPYM_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
TIMP2_CLIC1_norm,PERM_KPYM_norm,CLIC1_MVP_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
MVP_TIMP2_norm,PERM_KPYM_norm,CLIC1_TIMP2_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
MVP_TIMP2_norm,PERM_KPYM_norm,CLIC1_MVP_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
MVP_CLIC1_norm,PERM_KPYM_norm,CLIC1_TIMP2_norm,0.90158,0.0303,1.00000,0.09259,1.00000,0.52427,0.09091,0.96296,0.27778,0.88235,0.57143,0.42424,0.88889,0.81481,0.88000,0.82759
MMP9_PERM_norm,TIMP2_MVP_norm,MVP_CLIC1_norm,0.90115,0.0202,1.00000,0.10714,1.00000,0.52830,0.18182,0.94643,0.50000,0.90323,0.65432,0.56566,0.83929,0.91071,0.85000,0.90385
